Strategy,Ann. Return,Ann. Volatility,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,VaR 95% (daily)
A,0.13348605935009458,0.11161685754485888,0.7927660865611812,1.3214273842940913,1.0670295654150257,-0.12510061921121615,-0.009334609986367213
B,0.13420768978986716,0.11164084692877137,0.7990595937236405,1.3301957394351842,1.0727979656381628,-0.12510061921121615,-0.009349415276923642
C,0.12096189896887567,0.11131043534463067,0.6824328620554613,1.1449745779508307,0.72532350705289,-0.16676958321723775,-0.009333893382031175
